"","Location","Price","Experience","Other","will_attend","ages_bin","distance_bin"
"3616","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"6420","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"2984","3","2","2","1",0,"03 > 44.7122","02 > 32.4247"
"4696","4","2","3","2",0,"03 > 44.7122","02 > 32.4247"
"5373","5","4","2","4",0,"03 > 44.7122","02 > 32.4247"
"4103","4","1","2","3",0,"03 > 44.7122","02 > 32.4247"
"2589","3","4","1","2",0,"01 <= 34.9769","02 > 32.4247"
"326","1","2","1","4",0,"02 <= 44.7122","02 > 32.4247"
"3160","3","1","3","4",1,"01 <= 34.9769","01 <= 32.4247"
"4721","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"2073","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"3170","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"1348","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4224","4","4","1","1",0,"03 > 44.7122","02 > 32.4247"
"2683","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"381","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"6598","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"5250","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"860","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"921","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"5572","5","2","1","3",0,"03 > 44.7122","02 > 32.4247"
"3603","3","4","1","2",0,"01 <= 34.9769","01 <= 32.4247"
"3442","3","2","2","1",0,"03 > 44.7122","02 > 32.4247"
"505","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"2278","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"3098","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"5925","5","3","3","1",0,"01 <= 34.9769","02 > 32.4247"
"231","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"3503","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"6767","5","2","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"3046","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"6339","5","2","1","3",0,"03 > 44.7122","02 > 32.4247"
"2558","3","1","3","4",0,"01 <= 34.9769","02 > 32.4247"
"5274","4","2","3","2",0,"03 > 44.7122","01 <= 32.4247"
"472","1","1","2","1",0,"02 <= 44.7122","02 > 32.4247"
"3847","3","1","3","4",0,"03 > 44.7122","01 <= 32.4247"
"5918","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"5608","5","2","1","3",0,"03 > 44.7122","01 <= 32.4247"
"2464","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"6507","5","2","1","3",0,"01 <= 34.9769","01 <= 32.4247"
"5827","5","1","1","2",0,"01 <= 34.9769","02 > 32.4247"
"6370","5","3","3","1",0,"01 <= 34.9769","01 <= 32.4247"
"2411","2","1","1","1",0,"01 <= 34.9769","02 > 32.4247"
"5432","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"5096","4","2","3","2",0,"02 <= 44.7122","01 <= 32.4247"
"4632","4","4","1","1",0,"01 <= 34.9769","01 <= 32.4247"
"4235","4","3","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"2822","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"6545","5","3","3","1",0,"03 > 44.7122","01 <= 32.4247"
"3129","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"3275","3","2","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"4376","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"5534","5","4","2","4",0,"03 > 44.7122","01 <= 32.4247"
"3182","3","3","1","3",0,"02 <= 44.7122","01 <= 32.4247"
"6508","5","1","1","2",0,"01 <= 34.9769","02 > 32.4247"
"5108","4","4","1","1",0,"03 > 44.7122","01 <= 32.4247"
"2230","2","2","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"4899","4","4","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"2660","3","4","1","2",0,"03 > 44.7122","02 > 32.4247"
"1499","2","2","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"3612","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"1424","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3280","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"380","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"901","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"6039","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"2351","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"1191","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"565","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"3935","3","4","1","2",0,"03 > 44.7122","01 <= 32.4247"
"251","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"2161","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"897","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"2116","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"3513","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"4597","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"5921","5","2","1","3",0,"02 <= 44.7122","02 > 32.4247"
"6404","5","3","3","1",0,"02 <= 44.7122","01 <= 32.4247"
"2861","3","3","1","3",0,"01 <= 34.9769","02 > 32.4247"
"5489","5","3","3","1",1,"02 <= 44.7122","01 <= 32.4247"
"5880","5","1","1","2",0,"02 <= 44.7122","02 > 32.4247"
"6097","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"6400","5","2","1","3",0,"01 <= 34.9769","02 > 32.4247"
"3950","4","1","2","3",0,"03 > 44.7122","01 <= 32.4247"
"4278","4","3","1","4",0,"02 <= 44.7122","02 > 32.4247"
"4842","4","2","3","2",0,"03 > 44.7122","02 > 32.4247"
"5503","5","3","3","1",0,"01 <= 34.9769","02 > 32.4247"
"3973","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"1714","2","1","1","1",0,"02 <= 44.7122","01 <= 32.4247"
"941","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"358","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"1005","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"3479","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"2146","2","2","3","3",0,"03 > 44.7122","01 <= 32.4247"
"3853","3","2","2","1",0,"03 > 44.7122","02 > 32.4247"
"904","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"457","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"3936","3","4","1","2",0,"02 <= 44.7122","01 <= 32.4247"
"455","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"6377","5","4","2","4",0,"02 <= 44.7122","01 <= 32.4247"
"4809","4","1","2","3",0,"02 <= 44.7122","01 <= 32.4247"
"4770","4","4","1","1",0,"01 <= 34.9769","02 > 32.4247"
"1621","2","4","2","2",0,"03 > 44.7122","01 <= 32.4247"
"4401","4","2","3","2",0,"02 <= 44.7122","02 > 32.4247"
"1893","2","4","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"517","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"4306","4","3","1","4",0,"03 > 44.7122","02 > 32.4247"
"3291","3","2","2","1",0,"03 > 44.7122","01 <= 32.4247"
"1","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"7","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"12","1","1","2","1",0,"01 <= 34.9769","02 > 32.4247"
"16","1","1","2","1",0,"02 <= 44.7122","02 > 32.4247"
"19","1","3","2","2",0,"03 > 44.7122","02 > 32.4247"
"24","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"26","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"29","1","2","1","4",1,"01 <= 34.9769","01 <= 32.4247"
"32","1","1","2","1",0,"03 > 44.7122","02 > 32.4247"
"33","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"35","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"38","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"47","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"48","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"57","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"62","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"69","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"78","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"81","1","2","1","4",0,"02 <= 44.7122","02 > 32.4247"
"82","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"84","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"86","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"88","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"94","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"97","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"99","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"100","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"104","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"108","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"112","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"113","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"118","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"121","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"123","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"131","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"135","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"140","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"141","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"144","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"152","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"157","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"159","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"166","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"177","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"179","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"183","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"184","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"189","1","1","2","1",0,"02 <= 44.7122","02 > 32.4247"
"194","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"195","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"196","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"198","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"212","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"221","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"225","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"229","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"233","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"234","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"242","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"244","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"249","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"257","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"259","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"262","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"263","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"264","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"266","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"270","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"275","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"281","1","2","1","4",0,"02 <= 44.7122","02 > 32.4247"
"283","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"299","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"300","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"302","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"306","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"307","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"308","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"314","1","4","3","3",1,"01 <= 34.9769","01 <= 32.4247"
"319","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"321","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"322","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"324","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"327","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"331","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"337","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"342","1","2","1","4",1,"02 <= 44.7122","01 <= 32.4247"
"353","1","2","1","4",1,"01 <= 34.9769","01 <= 32.4247"
"354","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"363","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"377","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"378","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"379","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"384","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"399","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"401","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"402","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"409","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"414","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"420","1","2","1","4",0,"03 > 44.7122","02 > 32.4247"
"421","1","1","2","1",0,"02 <= 44.7122","02 > 32.4247"
"422","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"423","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"426","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"427","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"429","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"431","1","2","1","4",0,"02 <= 44.7122","02 > 32.4247"
"432","1","3","2","2",1,"02 <= 44.7122","01 <= 32.4247"
"436","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"440","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"441","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"443","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"445","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"456","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"460","1","1","2","1",0,"01 <= 34.9769","02 > 32.4247"
"465","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"467","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"473","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"481","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"482","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"485","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"489","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"491","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"492","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"495","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"498","1","4","3","3",1,"02 <= 44.7122","02 > 32.4247"
"501","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"507","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"511","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"512","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"516","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"523","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"525","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"531","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"535","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"544","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"547","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"552","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"557","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"561","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"564","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"566","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"567","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"568","1","4","3","3",0,"03 > 44.7122","02 > 32.4247"
"575","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"581","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"587","1","2","1","4",1,"02 <= 44.7122","01 <= 32.4247"
"589","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"593","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"594","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"604","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"606","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"609","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"610","1","3","2","2",1,"02 <= 44.7122","01 <= 32.4247"
"619","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"626","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"631","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"633","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"634","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"635","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"638","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"641","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"648","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"650","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"654","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"665","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"667","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"669","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"673","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"679","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"681","1","2","1","4",0,"03 > 44.7122","02 > 32.4247"
"685","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"686","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"690","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"691","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"695","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"701","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"703","1","2","1","4",0,"03 > 44.7122","02 > 32.4247"
"704","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"708","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"709","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"716","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"717","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"723","1","1","2","1",0,"02 <= 44.7122","02 > 32.4247"
"730","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"737","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"741","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"745","1","2","1","4",0,"03 > 44.7122","02 > 32.4247"
"748","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"749","1","2","1","4",0,"02 <= 44.7122","02 > 32.4247"
"753","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"754","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"767","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"768","1","1","2","1",0,"02 <= 44.7122","02 > 32.4247"
"774","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"778","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"779","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"784","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"786","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"795","1","2","1","4",1,"02 <= 44.7122","01 <= 32.4247"
"796","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"797","1","2","1","4",1,"02 <= 44.7122","01 <= 32.4247"
"798","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"803","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"805","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"809","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"813","1","4","3","3",0,"03 > 44.7122","02 > 32.4247"
"814","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"817","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"821","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"828","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"833","1","4","3","3",0,"03 > 44.7122","02 > 32.4247"
"835","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"838","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"840","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"841","1","3","2","2",0,"03 > 44.7122","02 > 32.4247"
"848","1","3","2","2",1,"02 <= 44.7122","01 <= 32.4247"
"852","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"853","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"861","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"870","1","1","2","1",0,"02 <= 44.7122","02 > 32.4247"
"871","1","2","1","4",0,"03 > 44.7122","02 > 32.4247"
"880","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"881","1","2","1","4",0,"02 <= 44.7122","02 > 32.4247"
"882","1","3","2","2",0,"03 > 44.7122","02 > 32.4247"
"886","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"887","1","2","1","4",1,"01 <= 34.9769","01 <= 32.4247"
"889","1","2","1","4",1,"02 <= 44.7122","02 > 32.4247"
"893","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"905","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"909","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"910","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"918","1","3","2","2",0,"01 <= 34.9769","01 <= 32.4247"
"925","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"926","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"928","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"933","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"935","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"943","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"944","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"951","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"952","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"956","1","4","3","3",1,"03 > 44.7122","01 <= 32.4247"
"957","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"960","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"962","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"966","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"968","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"972","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"980","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"981","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"985","1","2","1","4",0,"03 > 44.7122","01 <= 32.4247"
"986","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"998","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1004","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"1016","1","2","1","4",1,"02 <= 44.7122","01 <= 32.4247"
"1018","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"1024","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"1029","1","2","1","4",0,"02 <= 44.7122","02 > 32.4247"
"1032","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"1033","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1038","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"1045","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"1047","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"1048","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1050","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1056","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1057","1","2","1","4",0,"01 <= 34.9769","01 <= 32.4247"
"1064","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"1068","1","3","2","2",0,"02 <= 44.7122","02 > 32.4247"
"1070","1","1","2","1",0,"03 > 44.7122","01 <= 32.4247"
"1074","1","4","3","3",0,"01 <= 34.9769","01 <= 32.4247"
"1078","1","3","2","2",0,"03 > 44.7122","01 <= 32.4247"
"1080","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"1083","1","2","1","4",0,"02 <= 44.7122","02 > 32.4247"
"1087","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1094","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"1097","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"1098","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1103","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1114","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1124","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1127","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"1130","1","1","2","1",0,"01 <= 34.9769","01 <= 32.4247"
"1132","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
"1134","1","4","3","3",0,"02 <= 44.7122","01 <= 32.4247"
"1136","1","4","3","3",0,"02 <= 44.7122","02 > 32.4247"
"1141","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"1142","1","4","3","3",0,"03 > 44.7122","01 <= 32.4247"
"1145","1","3","2","2",0,"03 > 44.7122","02 > 32.4247"
"1146","1","1","2","1",0,"02 <= 44.7122","01 <= 32.4247"
"1147","1","3","2","2",0,"02 <= 44.7122","01 <= 32.4247"
"1150","1","4","3","3",1,"02 <= 44.7122","01 <= 32.4247"
"1157","1","2","1","4",0,"02 <= 44.7122","01 <= 32.4247"
